step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
120,1011712,30720,0.17789546292428327,0.6171875,0.6171875,,,,,,,,,
121,1020160,30976,0.171579605044216,0.57421875,0.57421875,,,,,,,,,
122,1028608,31232,0.17274877021393772,0.62890625,0.62890625,,,,,,,,,
123,1037056,31488,0.17270907445480754,0.625,0.625,,,,,,,,,
124,1045504,31744,0.175528476840474,0.61328125,0.61328125,,,,,,,,,
125,1053952,32000,0.17076401172072328,0.609375,0.609375,,,,,,,,,
126,1060352,32256,0.23345324186744143,0.640625,0.640625,,,,,,,,,
127,1068800,32512,0.16847676160744826,0.640625,0.640625,,,,,,,,,
128,1077248,32768,0.166012739888925,0.57421875,0.57421875,,,,,,,,,
129,1085696,33024,0.1742895954881074,0.61328125,0.61328125,,,,,,,,,
130,1094144,33280,0.17705774827127618,0.609375,0.609375,,,,,,,,,
131,1102592,33536,0.16611167524784898,0.5625,0.5625,,,,,,,,,
132,1111040,33792,0.1764744604373938,0.578125,0.578125,,,,,,,,,
133,1119488,34048,0.16804535019041447,0.625,0.625,0.1784039940395047,0.58984375,0.58984375,,,,,,
134,1127936,34304,0.1684930540592562,0.63671875,0.63671875,,,,,,,,,
135,1136384,34560,0.1725115968364554,0.546875,0.546875,,,,,,,,,
136,1144832,34816,0.16443062022280935,0.64453125,0.64453125,,,,,,,,,
137,1153280,35072,0.16689340133491848,0.578125,0.578125,,,,,,,,,
138,1161728,35328,0.1707910266568218,0.58203125,0.58203125,,,,,,,,,
139,1170176,35584,0.17164087865513755,0.6171875,0.6171875,,,,,,,,,
140,1178624,35840,0.17480542076459868,0.625,0.625,,,,,,,,,
141,1189120,36096,0.138598673668958,0.6484375,0.6484375,,,,,,,,,
142,1197568,36352,0.17107574881716087,0.56640625,0.56640625,,,,,,,,,
143,1206016,36608,0.17429020870238693,0.609375,0.609375,,,,,,,,,
144,1214464,36864,0.16902620544755,0.58984375,0.58984375,,,,,,,,,
145,1227008,37120,0.11532764145842732,0.6015625,0.6015625,,,,,,,,,
146,1235456,37376,0.17373253036495748,0.59765625,0.59765625,,,,,,,,,
147,1243904,37632,0.172629272451577,0.6484375,0.6484375,,,,,,,,,
148,1252352,37888,0.16672939949736643,0.60546875,0.60546875,,,,,,,,,
149,1262848,38144,0.13672673985424183,0.6328125,0.6328125,,,,,,,,,
150,1271296,38400,0.1676056000142629,0.70703125,0.70703125,,,,,,,,,
151,1279744,38656,0.16909118095572065,0.65234375,0.65234375,,,,,,,,,
152,1288192,38912,0.17153208255835967,0.6171875,0.6171875,,,,,,,,,
153,1296640,39168,0.18275473823506472,0.56640625,0.56640625,,,,,,,,,
154,1305088,39424,0.17544424747028514,0.62890625,0.62890625,,,,,,,,,
155,1313536,39680,0.16421298696530692,0.578125,0.578125,0.16614142687704475,0.640625,0.640625,,,,,,
156,1321984,39936,0.16732001843127983,0.6328125,0.6328125,,,,,,,,,
157,1330432,40192,0.1735516215544362,0.56640625,0.56640625,,,,,,,,,
158,1338880,40448,0.16820686824436434,0.5859375,0.5859375,,,,,,,,,
159,1347328,40704,0.16570909060252423,0.6015625,0.6015625,,,,,,,,,
160,1355776,40960,0.17127282574403907,0.62109375,0.62109375,,,,,,,,,
161,1364224,41216,0.1686551465823501,0.58984375,0.58984375,,,,,,,,,
162,1372672,41472,0.17055582811444103,0.64453125,0.64453125,,,,,,,,,
163,1381120,41728,0.16461029732058896,0.6953125,0.6953125,,,,,,,,,
164,1389568,41984,0.17635786945503587,0.625,0.625,,,,,,,,,
165,1398016,42240,0.1700042238413244,0.64453125,0.64453125,,,,,,,,,
166,1406464,42496,0.16603467510440073,0.640625,0.640625,,,,,,,,,
167,1414912,42752,0.16627096072469932,0.58984375,0.58984375,,,,,,,,,
168,1423360,43008,0.1679918594721766,0.52734375,0.52734375,,,,,,,,,
169,1431808,43264,0.16617288399966465,0.59375,0.59375,,,,,,,,,
170,1440256,43520,0.17241755669618772,0.6484375,0.6484375,,,,,,,,,
171,1448704,43776,0.17243023849399602,0.6015625,0.6015625,,,,,,,,,
172,1457152,44032,0.16894288881531172,0.609375,0.609375,,,,,,,,,
173,1465600,44288,0.1713500384624137,0.5859375,0.5859375,,,,,,,,,
174,1474048,44544,0.181973547450121,0.63671875,0.63671875,,,,,,,,,
175,1482496,44800,0.16619599221157633,0.6484375,0.6484375,,,,,,,,,
176,1490944,45056,0.1702053712415022,0.63671875,0.63671875,,,,,,,,,
177,1499392,45312,0.1732841356978418,0.6015625,0.6015625,0.1718400594040224,0.57421875,0.57421875,,,,,,
178,1507840,45568,0.16970581494741246,0.66796875,0.66796875,,,,,,,,,
179,1516288,45824,0.17334488334755624,0.58203125,0.58203125,,,,,,,,,
180,1524736,46080,0.16669546172576058,0.609375,0.609375,,,,,,,,,
181,1533184,46336,0.1771111955344792,0.6328125,0.6328125,,,,,,,,,
182,1541632,46592,0.1672144333116216,0.6640625,0.6640625,,,,,,,,,
183,1550080,46848,0.16691585210516774,0.6640625,0.6640625,,,,,,,,,
184,1558528,47104,0.16904843965598365,0.6328125,0.6328125,,,,,,,,,
185,1566976,47360,0.1742629509867845,0.60546875,0.60546875,,,,,,,,,
186,1575424,47616,0.1652684910510375,0.6171875,0.6171875,,,,,,,,,
187,1583872,47872,0.1752677285754886,0.62890625,0.62890625,,,,,,,,,
188,1592320,48128,0.16823364268232147,0.65625,0.65625,,,,,,,,,
189,1600768,48384,0.16647987308351822,0.6171875,0.6171875,,,,,,,,,
190,1609216,48640,0.16591419904220184,0.6328125,0.6328125,,,,,,,,,
191,1617664,48896,0.16853595103039345,0.5859375,0.5859375,,,,,,,,,
192,1626112,49152,0.17022931748975742,0.625,0.625,,,,,,,,,
193,1634560,49408,0.1679232961477936,0.64453125,0.64453125,,,,,,,,,
194,1645056,49664,0.13514436271684938,0.61328125,0.61328125,,,,,,,,,
195,1653504,49920,0.17238934278850576,0.66015625,0.66015625,,,,,,,,,
196,1661952,50176,0.17011241941438726,0.640625,0.640625,,,,,,,,,
197,1670400,50432,0.16697980568895268,0.60546875,0.60546875,,,,,,,,,
198,1678848,50688,0.16331015145324443,0.59375,0.59375,,,,,,,,,
199,1687296,50944,0.17483213579195012,0.6328125,0.6328125,0.16922453039793492,0.62109375,0.62109375,,,,,,
200,1695744,51200,0.18140754196135472,0.5625,0.5625,,,,,,,,,
201,1704192,51456,0.167998593694615,0.640625,0.640625,,,,,,,,,
202,1712640,51712,0.16733106058325536,0.63671875,0.63671875,,,,,,,,,
203,1721088,51968,0.17014774560036028,0.60546875,0.60546875,,,,,,,,,
204,1729536,52224,0.17406944978661973,0.6328125,0.6328125,,,,,,,,,
205,1737984,52480,0.1686848598025154,0.6328125,0.6328125,,,,,,,,,
206,1746432,52736,0.17347206034230864,0.59375,0.59375,,,,,,,,,
207,1754880,52992,0.16899258193991565,0.6328125,0.6328125,,,,,,,,,
208,1763328,53248,0.17058385733285225,0.59765625,0.59765625,,,,,,,,,
209,1771776,53504,0.17287111295902324,0.6640625,0.6640625,,,,,,,,,
210,1780224,53760,0.1621630738312721,0.609375,0.609375,,,,,,,,,
211,1788672,54016,0.17234535909632856,0.62109375,0.62109375,,,,,,,,,
212,1799168,54272,0.1403044869667023,0.58203125,0.58203125,,,,,,,,,
213,1807616,54528,0.16819228588244547,0.6484375,0.6484375,,,,0.5709999799728394,0.6785714285714286,0.2331288343558282,0.666204442950388,0.643275618303411,0.3470319634703196
214,1818112,54784,0.13973770155727,0.57421875,0.57421875,,,,,,,,,
215,1826560,55040,0.16726960240528066,0.59765625,0.59765625,,,,,,,,,
216,1835008,55296,0.16629279893007085,0.625,0.625,,,,,,,,,
217,1843456,55552,0.16534409315167672,0.64453125,0.64453125,,,,,,,,,
218,1851904,55808,0.1735847124510568,0.5625,0.5625,,,,,,,,,
219,1860352,56064,0.1712822184739906,0.61328125,0.61328125,,,,,,,,,
220,1868800,56320,0.16524514207071161,0.62890625,0.62890625,0.17160231611536036,0.546875,0.546875,,,,,,
221,1877248,56576,0.16276155121554614,0.60546875,0.60546875,,,,,,,,,
222,1885696,56832,0.1743769434792313,0.62109375,0.62109375,,,,,,,,,
223,1892096,57088,0.21700625123288178,0.63671875,0.63671875,,,,,,,,,
224,1900544,57344,0.16560226991444965,0.58203125,0.58203125,,,,,,,,,
225,1908992,57600,0.16420507403268994,0.6171875,0.6171875,,,,,,,,,
226,1917440,57856,0.16794292407485653,0.609375,0.609375,,,,,,,,,
227,1925888,58112,0.1597736794188689,0.640625,0.640625,,,,,,,,,
228,1934336,58368,0.16474952809521695,0.65625,0.65625,,,,,,,,,
229,1942784,58624,0.16349291607829158,0.67578125,0.67578125,,,,,,,,,
230,1951232,58880,0.17051648885982973,0.64453125,0.64453125,,,,,,,,,
231,1959680,59136,0.17087334430265275,0.70703125,0.70703125,,,,,,,,,
232,1968128,59392,0.17130950449425936,0.67578125,0.67578125,,,,,,,,,
233,1976576,59648,0.17013444383094137,0.5859375,0.5859375,,,,,,,,,
234,1985024,59904,0.1730209127019717,0.6640625,0.6640625,,,,,,,,,
235,1993472,60160,0.16571435274865218,0.51953125,0.51953125,,,,,,,,,
236,2001920,60416,0.1627744810698405,0.68359375,0.68359375,,,,,,,,,
237,2012416,60672,0.1351233341989342,0.66796875,0.66796875,,,,,,,,,
238,2020864,60928,0.1658917434193275,0.62109375,0.62109375,,,,,,,,,
239,2029312,61184,0.1709825320735641,0.62890625,0.62890625,,,,,,,,,
240,2037760,61440,0.16529749611176392,0.6875,0.6875,,,,,,,,,
241,2046208,61696,0.1595786953091107,0.59375,0.59375,,,,,,,,,
242,2052608,61952,0.2178897727366206,0.671875,0.671875,0.13507240874138704,0.5703125,0.5703125,,,,,,
243,2061056,62208,0.16799544834426922,0.62890625,0.62890625,,,,,,,,,
244,2069504,62464,0.16851990219924867,0.66796875,0.66796875,,,,,,,,,
245,2077952,62720,0.17094694672221689,0.609375,0.609375,,,,,,,,,
246,2086400,62976,0.16636220751934924,0.58203125,0.58203125,,,,,,,,,
247,2094848,63232,0.1615466133573126,0.67578125,0.67578125,,,,,,,,,
248,2103296,63488,0.165374516375017,0.63671875,0.63671875,,,,,,,,,
249,2111744,63744,0.16386025652778768,0.609375,0.609375,,,,,,,,,
250,2120192,64000,0.1601848898825028,0.64453125,0.64453125,,,,,,,,,
251,2128640,64256,0.16619468535596252,0.6640625,0.6640625,,,,,,,,,
252,2137088,64512,0.16621267209886173,0.609375,0.609375,,,,,,,,,
253,2145536,64768,0.16968404287689953,0.66015625,0.66015625,,,,,,,,,
254,2151936,65024,0.22458005367130182,0.62890625,0.62890625,,,,,,,,,
255,2160384,65280,0.167580105135897,0.6171875,0.6171875,,,,,,,,,
256,2168832,65536,0.1655462281575869,0.6796875,0.6796875,,,,,,,,,
257,2177280,65792,0.16745635145159338,0.703125,0.703125,,,,,,,,,
258,2185728,66048,0.16407176226430742,0.62890625,0.62890625,,,,,,,,,
259,2194176,66304,0.16662996841395478,0.66015625,0.66015625,,,,,,,,,
260,2202624,66560,0.16205474508976112,0.5703125,0.5703125,,,,,,,,,
261,2211072,66816,0.16718976827058885,0.63671875,0.63671875,,,,,,,,,
262,2219520,67072,0.1728447863502108,0.609375,0.609375,,,,,,,,,
263,2225920,67328,0.23086680883261512,0.61328125,0.61328125,,,,,,,,,
264,2234368,67584,0.1684326926872588,0.61328125,0.61328125,0.17398889044186588,0.66015625,0.66015625,,,,,,
265,2242816,67840,0.16136570693445104,0.6171875,0.6171875,,,,,,,,,
266,2251264,68096,0.1636579569638313,0.640625,0.640625,,,,,,,,,
267,2259712,68352,0.1652504081237684,0.63671875,0.63671875,,,,,,,,,
268,2268160,68608,0.1704034123497432,0.609375,0.609375,,,,,,,,,
269,2276608,68864,0.16584012019903177,0.734375,0.734375,,,,,,,,,
270,2283008,69120,0.22484311000985246,0.59375,0.59375,,,,,,,,,
271,2291456,69376,0.1677539678471386,0.65234375,0.65234375,,,,,,,,,
272,2299904,69632,0.16394318252724993,0.66796875,0.66796875,,,,,,,,,
273,2308352,69888,0.16637373541567385,0.6796875,0.6796875,,,,,,,,,
274,2316800,70144,0.17102360906255681,0.66015625,0.66015625,,,,,,,,,
275,2325248,70400,0.1614288870502263,0.640625,0.640625,,,,,,,,,
276,2333696,70656,0.16502833591088104,0.62109375,0.62109375,,,,,,,,,
277,2342144,70912,0.16593856666082532,0.63671875,0.63671875,,,,,,,,,
278,2350592,71168,0.16533231951508115,0.59375,0.59375,,,,,,,,,
279,2359040,71424,0.17121676293578206,0.640625,0.640625,,,,,,,,,
280,2367488,71680,0.15956221774132295,0.66015625,0.66015625,,,,,,,,,
281,2375936,71936,0.16999677030546015,0.61328125,0.61328125,,,,,,,,,
282,2384384,72192,0.1694751238955867,0.703125,0.703125,,,,,,,,,
283,2392832,72448,0.1689041191801684,0.6171875,0.6171875,,,,,,,,,
284,2401280,72704,0.1642899078573094,0.6328125,0.6328125,,,,,,,,,
285,2409728,72960,0.16261845439250222,0.63671875,0.63671875,,,,,,,,,
286,2418176,73216,0.16155538863672364,0.60546875,0.60546875,0.13742356838080372,0.62109375,0.62109375,,,,,,
287,2426624,73472,0.1688733083739947,0.6015625,0.6015625,,,,,,,,,
288,2435072,73728,0.16516648762229894,0.640625,0.640625,,,,,,,,,
289,2443520,73984,0.16816626913239235,0.62890625,0.62890625,,,,,,,,,
290,2451968,74240,0.17219730955403592,0.6015625,0.6015625,,,,,,,,,
291,2460416,74496,0.1665600930869554,0.625,0.625,,,,,,,,,
292,2468864,74752,0.16761836681201342,0.6640625,0.6640625,,,,,,,,,
293,2477312,75008,0.16482126372950687,0.6484375,0.6484375,,,,,,,,,
294,2485760,75264,0.16787583800616362,0.62109375,0.62109375,,,,,,,,,
295,2494208,75520,0.16876255198437223,0.640625,0.640625,,,,,,,,,
296,2502656,75776,0.16618375446956724,0.578125,0.578125,,,,,,,,,
297,2511104,76032,0.16892942383103984,0.62890625,0.62890625,,,,,,,,,
298,2519552,76288,0.1708410232333394,0.63671875,0.63671875,,,,,,,,,
299,2528000,76544,0.15859503953487009,0.640625,0.640625,,,,,,,,,
300,2536448,76800,0.16828023734671546,0.55078125,0.55078125,,,,,,,,,
301,2544896,77056,0.16047108177698188,0.6953125,0.6953125,,,,,,,,,
302,2553344,77312,0.1662173477104197,0.62109375,0.62109375,,,,,,,,,
303,2559744,77568,0.22033828264648828,0.60546875,0.60546875,,,,,,,,,
304,2568192,77824,0.17021892099841998,0.59375,0.59375,,,,,,,,,
305,2576640,78080,0.16549184053431937,0.62109375,0.62109375,,,,,,,,,
306,2585088,78336,0.1690627711453629,0.63671875,0.63671875,,,,,,,,,
307,2593536,78592,0.16787531779750647,0.55859375,0.55859375,,,,,,,,,
308,2601984,78848,0.16276636688760487,0.65234375,0.65234375,0.16915941518789518,0.6015625,0.6015625,,,,,,
309,2614528,79104,0.1129273002385202,0.59375,0.59375,,,,,,,,,
310,2622976,79360,0.1732064526768174,0.60546875,0.60546875,,,,,,,,,
311,2631424,79616,0.16887893028811937,0.62109375,0.62109375,,,,,,,,,
312,2639872,79872,0.16266324472971155,0.66796875,0.66796875,,,,,,,,,
313,2648320,80128,0.16177159170227667,0.66015625,0.66015625,,,,,,,,,
314,2656768,80384,0.16502210169510523,0.6328125,0.6328125,,,,,,,,,
315,2665216,80640,0.16053082515768285,0.6484375,0.6484375,,,,,,,,,
316,2675712,80896,0.12949245808845575,0.64453125,0.64453125,,,,,,,,,
317,2684160,81152,0.16258346960365422,0.6484375,0.6484375,,,,,,,,,
318,2692608,81408,0.1713999314396788,0.65234375,0.65234375,,,,,,,,,
319,2701056,81664,0.16146235712622617,0.66015625,0.66015625,,,,,,,,,
320,2709504,81920,0.1680764155074721,0.6328125,0.6328125,,,,,,,,,
321,2717952,82176,0.17009211627640128,0.62890625,0.62890625,,,,,,,,,
322,2726400,82432,0.16835725513682198,0.65625,0.65625,,,,,,,,,
323,2734848,82688,0.16213390127660363,0.6875,0.6875,,,,,,,,,
324,2743296,82944,0.1646595027814447,0.6484375,0.6484375,,,,,,,,,
325,2751744,83200,0.1705737826245861,0.65234375,0.65234375,,,,,,,,,
326,2760192,83456,0.169148159533434,0.62890625,0.62890625,,,,,,,,,
327,2768640,83712,0.1707197487003933,0.68359375,0.68359375,,,,,,,,,
328,2777088,83968,0.16598054082839933,0.62890625,0.62890625,,,,,,,,,
329,2785536,84224,0.16612601779536984,0.63671875,0.63671875,,,,,,,,,
330,2793984,84480,0.16453514621028736,0.65625,0.65625,0.16200004015671787,0.640625,0.640625,,,,,,
331,2802432,84736,0.1680261010769762,0.65234375,0.65234375,,,,,,,,,
332,2812928,84992,0.13323910306748704,0.59765625,0.59765625,,,,,,,,,
333,2821376,85248,0.16538224017312006,0.65625,0.65625,,,,,,,,,
334,2827776,85504,0.2214472746285023,0.6171875,0.6171875,,,,,,,,,
335,2836224,85760,0.16256685921610817,0.63671875,0.63671875,,,,,,,,,
336,2844672,86016,0.16986552313039657,0.6875,0.6875,,,,,,,,,
337,2853120,86272,0.16500681931490885,0.62890625,0.62890625,,,,,,,,,
338,2861568,86528,0.17708111044647704,0.6328125,0.6328125,,,,,,,,,
339,2870016,86784,0.16204001711173754,0.6015625,0.6015625,,,,,,,,,
340,2878464,87040,0.1665101597026746,0.60546875,0.60546875,,,,,,,,,
341,2886912,87296,0.15978109817596498,0.66796875,0.66796875,,,,,,,,,
342,2895360,87552,0.16484127913775226,0.6953125,0.6953125,,,,,,,,,
343,2903808,87808,0.16459670350392278,0.6328125,0.6328125,,,,,,,,,
344,2912256,88064,0.16548635780532228,0.6328125,0.6328125,,,,,,,,,
345,2918656,88320,0.21819818538801625,0.69921875,0.69921875,,,,,,,,,
346,2927104,88576,0.16725510848497185,0.61328125,0.61328125,,,,,,,,,
347,2935552,88832,0.1660312645317444,0.625,0.625,,,,,,,,,
348,2944000,89088,0.1680310374137233,0.64453125,0.64453125,,,,,,,,,
349,2952448,89344,0.16653905697971033,0.671875,0.671875,,,,,,,,,
350,2960896,89600,0.16415660739651478,0.62890625,0.62890625,,,,,,,,,
351,2971392,89856,0.13076829702146636,0.66015625,0.66015625,,,,,,,,,
352,2979840,90112,0.1648508227293487,0.6875,0.6875,0.17236659935219462,0.61328125,0.61328125,,,,,,
353,2988288,90368,0.17065610531939066,0.6484375,0.6484375,,,,,,,,,
