step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy,validation_loss,validation_sequence_accuracy,validation_token_accuracy,classification/accuracy,classification/precision,classification/recall,classification/auroc,classification/auprc,classification/f1.0
354,2996736,90624,0.1709246114146311,0.63671875,0.63671875,,,,,,,,,
355,3007232,90880,0.13658015177528315,0.69140625,0.69140625,,,,,,,,,
356,3015680,91136,0.1614153715610012,0.66796875,0.66796875,,,,,,,,,
357,3024128,91392,0.1651345506344955,0.66015625,0.66015625,,,,,,,,,
358,3032576,91648,0.1670903654694756,0.61328125,0.61328125,,,,,,,,,
359,3041024,91904,0.1684039690723223,0.6171875,0.6171875,,,,,,,,,
360,3049472,92160,0.16563358614695387,0.6171875,0.6171875,,,,,,,,,
361,3057920,92416,0.16486932059388507,0.640625,0.640625,,,,,,,,,
362,3066368,92672,0.1673110864123914,0.62890625,0.62890625,,,,,,,,,
363,3074816,92928,0.1655731480855248,0.64453125,0.64453125,,,,,,,,,
364,3083264,93184,0.16038052279863896,0.6484375,0.6484375,,,,,,,,,
365,3091712,93440,0.1644086232985349,0.6484375,0.6484375,,,,,,,,,
366,3100160,93696,0.16456196319616165,0.59765625,0.59765625,,,,,,,,,
367,3108608,93952,0.166238951962106,0.703125,0.703125,,,,,,,,,
368,3117056,94208,0.17006766659855016,0.62890625,0.62890625,,,,,,,,,
369,3125504,94464,0.16542254737392262,0.58984375,0.58984375,,,,,,,,,
370,3133952,94720,0.16630325834219917,0.62890625,0.62890625,,,,,,,,,
371,3142400,94976,0.16299292632701118,0.63671875,0.63671875,,,,,,,,,
372,3150848,95232,0.16493160868389034,0.70703125,0.70703125,,,,,,,,,
373,3159296,95488,0.16351977236242057,0.6796875,0.6796875,,,,,,,,,
374,3167744,95744,0.17006617492895718,0.64453125,0.64453125,0.16890340195871256,0.6171875,0.6171875,,,,,,
375,3176192,96000,0.16902564415633253,0.65625,0.65625,,,,,,,,,
376,3184640,96256,0.16671915702476875,0.6640625,0.6640625,,,,,,,,,
377,3193088,96512,0.16431536755804316,0.609375,0.609375,,,,,,,,,
378,3201536,96768,0.16749128117827453,0.58984375,0.58984375,,,,,,,,,
379,3209984,97024,0.16369929082948703,0.62890625,0.62890625,,,,,,,,,
380,3218432,97280,0.1690889554108308,0.60546875,0.60546875,,,,,,,,,
381,3226880,97536,0.16816635357301385,0.64453125,0.64453125,,,,,,,,,
382,3235328,97792,0.16153832127334652,0.64453125,0.64453125,,,,,,,,,
383,3243776,98048,0.16355671654478243,0.6875,0.6875,,,,,,,,,
384,3250176,98304,0.2159360150159397,0.6796875,0.6796875,,,,,,,,,
385,3258624,98560,0.1670750490243712,0.6328125,0.6328125,,,,,,,,,
386,3267072,98816,0.16447277678520916,0.6171875,0.6171875,,,,,,,,,
387,3275520,99072,0.16919952081434514,0.69921875,0.69921875,,,,,,,,,
388,3283968,99328,0.17073257233826888,0.609375,0.609375,,,,,,,,,
389,3292416,99584,0.1729054010417981,0.63671875,0.63671875,,,,,,,,,
390,3300864,99840,0.17261951093628017,0.65234375,0.65234375,,,,,,,,,
391,3309312,100096,0.16732513064440785,0.6796875,0.6796875,,,,,,,,,
392,3317760,100352,0.16167695262695309,0.69140625,0.69140625,,,,,,,,,
393,3326208,100608,0.16839259755326905,0.640625,0.640625,,,,,,,,,
394,3334656,100864,0.1670905341851154,0.62109375,0.62109375,,,,,,,,,
395,3343104,101120,0.1670622133419604,0.6796875,0.6796875,,,,,,,,,
396,3351552,101376,0.1607297611600148,0.65625,0.65625,0.16721508048594075,0.62109375,0.62109375,,,,,,
397,3360000,101632,0.16864493147136717,0.6484375,0.6484375,,,,,,,,,
398,3368448,101888,0.1670175837555867,0.64453125,0.64453125,,,,,,,,,
399,3376896,102144,0.16368337125535218,0.61328125,0.61328125,,,,,,,,,
400,3385344,102400,0.1683605633539085,0.65625,0.65625,,,,,,,,,
401,3393792,102656,0.16343790665436395,0.6171875,0.6171875,,,,,,,,,
402,3402240,102912,0.1638665574473462,0.6484375,0.6484375,,,,,,,,,
403,3410688,103168,0.16013594134794457,0.71484375,0.71484375,,,,,,,,,
404,3419136,103424,0.16621565704342464,0.6328125,0.6328125,,,,,,,,,
405,3427584,103680,0.1682469942766713,0.64453125,0.64453125,,,,,,,,,
406,3436032,103936,0.16413124401854112,0.64453125,0.64453125,,,,,,,,,
407,3444480,104192,0.16674286514252967,0.67578125,0.67578125,,,,,,,,,
408,3450880,104448,0.21934751200219818,0.60546875,0.60546875,,,,,,,,,
409,3459328,104704,0.16176452268801775,0.6796875,0.6796875,,,,,,,,,
410,3467776,104960,0.17049082723691014,0.6015625,0.6015625,,,,,,,,,
411,3476224,105216,0.16879541528300057,0.6484375,0.6484375,,,,,,,,,
412,3484672,105472,0.1643539330508331,0.62890625,0.62890625,,,,,,,,,
413,3493120,105728,0.16605839240701784,0.6796875,0.6796875,,,,,,,,,
414,3501568,105984,0.16616271622853115,0.59765625,0.59765625,,,,,,,,,
415,3510016,106240,0.16728575476885432,0.625,0.625,,,,,,,,,
416,3518464,106496,0.1605777401601042,0.671875,0.671875,,,,,,,,,
417,3526912,106752,0.1649581154292925,0.65234375,0.65234375,,,,,,,,,
418,3535360,107008,0.1625983255355482,0.69921875,0.69921875,0.13634850608985583,0.67578125,0.67578125,,,,,,
419,3543808,107264,0.1598219659150794,0.65625,0.65625,,,,,,,,,
420,3552256,107520,0.17032742744424448,0.64453125,0.64453125,,,,,,,,,
421,3560704,107776,0.16481412735010592,0.62109375,0.62109375,,,,,,,,,
422,3571200,108032,0.13260284653059068,0.70703125,0.70703125,,,,,,,,,
423,3579648,108288,0.17270813980894448,0.59765625,0.59765625,,,,,,,,,
424,3588096,108544,0.1651441710280363,0.671875,0.671875,,,,,,,,,
425,3596544,108800,0.15976388535376654,0.6640625,0.6640625,,,,0.6200000047683716,0.603415559772296,0.6503067484662577,0.6858199368494351,0.6546997227716717,0.625984251968504
426,3604992,109056,0.15710563209755982,0.65625,0.65625,,,,,,,,,
427,3613440,109312,0.16394003695913179,0.6640625,0.6640625,,,,,,,,,
428,3621888,109568,0.16187872384252047,0.6640625,0.6640625,,,,,,,,,
429,3630336,109824,0.15649674226445306,0.69140625,0.69140625,,,,,,,,,
430,3638784,110080,0.15842200079211083,0.6484375,0.6484375,,,,,,,,,
431,3647232,110336,0.16149744463595087,0.66796875,0.66796875,,,,,,,,,
432,3655680,110592,0.16074064320937972,0.671875,0.671875,,,,,,,,,
433,3664128,110848,0.16055234747529978,0.68359375,0.68359375,,,,,,,,,
434,3672576,111104,0.1628589779785325,0.67578125,0.67578125,,,,,,,,,
435,3681024,111360,0.1635718507080911,0.66015625,0.66015625,,,,,,,,,
436,3689472,111616,0.16044309702294124,0.69140625,0.69140625,,,,,,,,,
437,3697920,111872,0.15768603122686073,0.64453125,0.64453125,,,,,,,,,
438,3706368,112128,0.1606417524739851,0.6953125,0.6953125,,,,,,,,,
439,3714816,112384,0.15872829240316605,0.60546875,0.60546875,,,,,,,,,
440,3723264,112640,0.16640867309278,0.6796875,0.6796875,0.16727019508137256,0.64453125,0.64453125,,,,,,
441,3731712,112896,0.1590937800216074,0.73828125,0.73828125,,,,,,,,,
442,3740160,113152,0.16034010331275203,0.72265625,0.72265625,,,,,,,,,
443,3748608,113408,0.16029897117755343,0.71875,0.71875,,,,,,,,,
444,3757056,113664,0.1608583281921078,0.66796875,0.66796875,,,,,,,,,
445,3765504,113920,0.16119017836185426,0.66796875,0.66796875,,,,,,,,,
446,3773952,114176,0.16086337765381428,0.6875,0.6875,,,,,,,,,
447,3782400,114432,0.15796841312225848,0.65234375,0.65234375,,,,,,,,,
448,3790848,114688,0.15382564220724326,0.703125,0.703125,,,,,,,,,
449,3799296,114944,0.15753061614754982,0.6484375,0.6484375,,,,,,,,,
450,3807744,115200,0.1593637762547408,0.65234375,0.65234375,,,,,,,,,
451,3816192,115456,0.16082826529382954,0.65625,0.65625,,,,,,,,,
452,3824640,115712,0.1574858884459251,0.6796875,0.6796875,,,,,,,,,
453,3833088,115968,0.15752050687649133,0.6953125,0.6953125,,,,,,,,,
454,3841536,116224,0.1564115471337383,0.6484375,0.6484375,,,,,,,,,
455,3849984,116480,0.15677799746972235,0.69140625,0.69140625,,,,,,,,,
456,3858432,116736,0.15826280595473016,0.6796875,0.6796875,,,,,,,,,
457,3866880,116992,0.16548147116684714,0.67578125,0.67578125,,,,,,,,,
458,3875328,117248,0.1604046167723858,0.6484375,0.6484375,,,,,,,,,
459,3883776,117504,0.16816277023494103,0.66015625,0.66015625,,,,,,,,,
460,3892224,117760,0.16825206775263463,0.6796875,0.6796875,,,,,,,,,
461,3900672,118016,0.15920982188628865,0.71875,0.71875,,,,,,,,,
462,3909120,118272,0.16223757003683104,0.6796875,0.6796875,0.1391122961661238,0.62890625,0.62890625,,,,,,
463,3917568,118528,0.1614227608248671,0.69140625,0.69140625,,,,,,,,,
464,3926016,118784,0.15731840890430657,0.66796875,0.66796875,,,,,,,,,
465,3934464,119040,0.16019020312631987,0.609375,0.609375,,,,,,,,,
466,3944960,119296,0.13244880546599824,0.734375,0.734375,,,,,,,,,
467,3953408,119552,0.16016366887449524,0.66015625,0.66015625,,,,,,,,,
468,3961856,119808,0.15622803323801535,0.62890625,0.62890625,,,,,,,,,
469,3970304,120064,0.15655424786825417,0.6484375,0.6484375,,,,,,,,,
470,3978752,120320,0.16374316745350795,0.6640625,0.6640625,,,,,,,,,
471,3987200,120576,0.1584332896006623,0.69921875,0.69921875,,,,,,,,,
472,3995648,120832,0.16433397350499518,0.64453125,0.64453125,,,,,,,,,
473,4004096,121088,0.16036279785559193,0.7109375,0.7109375,,,,,,,,,
474,4012544,121344,0.16237496300815257,0.69921875,0.69921875,,,,,,,,,
475,4020992,121600,0.16084353645967467,0.7578125,0.7578125,,,,,,,,,
476,4029440,121856,0.16139182715783573,0.703125,0.703125,,,,,,,,,
477,4037888,122112,0.15856550045035228,0.71875,0.71875,,,,,,,,,
478,4046336,122368,0.1592244524073505,0.70703125,0.70703125,,,,,,,,,
479,4054784,122624,0.16142097548203388,0.6796875,0.6796875,,,,,,,,,
480,4065280,122880,0.1304778901963483,0.65625,0.65625,,,,,,,,,
481,4073728,123136,0.16085240999940437,0.72265625,0.72265625,,,,,,,,,
482,4082176,123392,0.1576735990952015,0.7109375,0.7109375,,,,,,,,,
483,4090624,123648,0.1592366695824797,0.69921875,0.69921875,,,,,,,,,
484,4099072,123904,0.16229476329512366,0.69140625,0.69140625,0.1635903159730157,0.59375,0.59375,,,,,,
485,4107520,124160,0.15675041282864344,0.6640625,0.6640625,,,,,,,,,
486,4115968,124416,0.1649735677666004,0.67578125,0.67578125,,,,,,,,,
487,4124416,124672,0.15710765818459024,0.6953125,0.6953125,,,,,,,,,
488,4132864,124928,0.15904307599153528,0.703125,0.703125,,,,,,,,,
489,4141312,125184,0.16147627385282154,0.671875,0.671875,,,,,,,,,
490,4147712,125440,0.21331711763741326,0.63671875,0.63671875,,,,,,,,,
491,4156160,125696,0.1586782797084027,0.64453125,0.64453125,,,,,,,,,
492,4164608,125952,0.16128715415860095,0.69140625,0.69140625,,,,,,,,,
493,4173056,126208,0.16134650711587634,0.67578125,0.67578125,,,,,,,,,
494,4181504,126464,0.15709615127711637,0.640625,0.640625,,,,,,,,,
495,4189952,126720,0.15957659351122963,0.671875,0.671875,,,,,,,,,
496,4198400,126976,0.16010704604553336,0.69140625,0.69140625,,,,,,,,,
497,4206848,127232,0.15590202897507743,0.69140625,0.69140625,,,,,,,,,
498,4215296,127488,0.16382824027755843,0.6640625,0.6640625,,,,,,,,,
499,4225792,127744,0.13072346097756848,0.69921875,0.69921875,,,,,,,,,
500,4234240,128000,0.15874525418159002,0.62890625,0.62890625,,,,,,,,,
501,4242688,128256,0.1594028032996721,0.66015625,0.66015625,,,,,,,,,
502,4251136,128512,0.15699132511081337,0.69140625,0.69140625,,,,,,,,,
503,4259584,128768,0.1583696704495367,0.69921875,0.69921875,,,,,,,,,
504,4268032,129024,0.16361982809859713,0.68359375,0.68359375,,,,,,,,,
505,4276480,129280,0.15958512403791045,0.703125,0.703125,,,,,,,,,
506,4284928,129536,0.1566029819581747,0.6796875,0.6796875,0.17137997501105157,0.62109375,0.62109375,,,,,,
507,4293376,129792,0.15940679126722856,0.6953125,0.6953125,,,,,,,,,
508,4301824,130048,0.15726913183510124,0.69921875,0.69921875,,,,,,,,,
509,4310272,130304,0.15500530513459657,0.6796875,0.6796875,,,,,,,,,
510,4318720,130560,0.1592725986746586,0.671875,0.671875,,,,,,,,,
511,4327168,130816,0.15660588760798141,0.70703125,0.70703125,,,,,,,,,
512,4335616,131072,0.15902403527279974,0.69140625,0.69140625,,,,,,,,,
513,4342016,131328,0.21291630209935597,0.70703125,0.70703125,,,,,,,,,
514,4350464,131584,0.16281406565309026,0.65625,0.65625,,,,,,,,,
515,4358912,131840,0.15796422312862163,0.67578125,0.67578125,,,,,,,,,
516,4367360,132096,0.15995035561469406,0.66796875,0.66796875,,,,,,,,,
517,4373760,132352,0.20467204377359946,0.6953125,0.6953125,,,,,,,,,
518,4382208,132608,0.15867973910246483,0.703125,0.703125,,,,,,,,,
519,4390656,132864,0.16239020077965538,0.6875,0.6875,,,,,,,,,
520,4399104,133120,0.15309930532171773,0.6796875,0.6796875,,,,,,,,,
521,4407552,133376,0.1642611618821218,0.66015625,0.66015625,,,,,,,,,
522,4416000,133632,0.16410886370513508,0.6796875,0.6796875,,,,,,,,,
523,4424448,133888,0.16398595576640485,0.68359375,0.68359375,,,,,,,,,
524,4432896,134144,0.16065390262279713,0.6875,0.6875,,,,,,,,,
525,4441344,134400,0.16289780120643252,0.65625,0.65625,,,,,,,,,
526,4449792,134656,0.16462300160264753,0.65234375,0.65234375,,,,,,,,,
527,4458240,134912,0.15954061355925203,0.671875,0.671875,,,,,,,,,
528,4466688,135168,0.15201671688028712,0.66796875,0.66796875,0.16583840503029768,0.65625,0.65625,,,,,,
529,4475136,135424,0.16374123662789417,0.703125,0.703125,,,,,,,,,
530,4483584,135680,0.1575604052146664,0.67578125,0.67578125,,,,,,,,,
531,4492032,135936,0.16296096432575397,0.6484375,0.6484375,,,,,,,,,
532,4500480,136192,0.15964748885812344,0.69140625,0.69140625,,,,,,,,,
533,4508928,136448,0.15758250094485476,0.65234375,0.65234375,,,,,,,,,
534,4517376,136704,0.16531406406590973,0.6875,0.6875,,,,,,,,,
535,4527872,136960,0.12660975423981452,0.69140625,0.69140625,,,,,,,,,
536,4536320,137216,0.15891491756486573,0.6953125,0.6953125,,,,,,,,,
537,4544768,137472,0.15927534604837146,0.75,0.75,,,,,,,,,
538,4553216,137728,0.16048669551344188,0.703125,0.703125,,,,,,,,,
539,4561664,137984,0.15843787251355068,0.69140625,0.69140625,,,,,,,,,
540,4570112,138240,0.1655962157867465,0.7109375,0.7109375,,,,,,,,,
541,4578560,138496,0.162284162528533,0.73046875,0.73046875,,,,,,,,,
542,4587008,138752,0.16437447740790875,0.671875,0.671875,,,,,,,,,
543,4595456,139008,0.15637509245643333,0.671875,0.671875,,,,,,,,,
544,4603904,139264,0.1624100981359556,0.69921875,0.69921875,,,,,,,,,
545,4612352,139520,0.15752064106986435,0.70703125,0.70703125,,,,,,,,,
546,4620800,139776,0.15877087086258268,0.73828125,0.73828125,,,,,,,,,
547,4627200,140032,0.20960269250766503,0.67578125,0.67578125,,,,,,,,,
548,4635648,140288,0.15663138948594485,0.7109375,0.7109375,,,,,,,,,
549,4644096,140544,0.15650511958207036,0.734375,0.734375,,,,,,,,,
550,4652544,140800,0.1609459776774304,0.71875,0.71875,0.1714945927929814,0.625,0.625,,,,,,
551,4660992,141056,0.16049252576538045,0.64453125,0.64453125,,,,,,,,,
552,4669440,141312,0.15775973487320555,0.67578125,0.67578125,,,,,,,,,
553,4677888,141568,0.160945687476781,0.7265625,0.7265625,,,,,,,,,
554,4686336,141824,0.1605468861824944,0.6640625,0.6640625,,,,,,,,,
555,4694784,142080,0.1562934718095544,0.67578125,0.67578125,,,,,,,,,
556,4703232,142336,0.15607046415488934,0.73046875,0.73046875,,,,,,,,,
557,4711680,142592,0.15815049376151638,0.7109375,0.7109375,,,,,,,,,
558,4720128,142848,0.16045958164178828,0.703125,0.703125,,,,,,,,,
559,4728576,143104,0.16161991297505304,0.66015625,0.66015625,,,,,,,,,
560,4737024,143360,0.1605593468601363,0.640625,0.640625,,,,,,,,,
561,4745472,143616,0.15376226493062342,0.6640625,0.6640625,,,,,,,,,
562,4753920,143872,0.16414280411156812,0.6875,0.6875,,,,,,,,,
563,4762368,144128,0.16308569992003955,0.671875,0.671875,,,,,,,,,
564,4770816,144384,0.1522571157356642,0.70703125,0.70703125,,,,,,,,,
565,4779264,144640,0.15475151675965004,0.69140625,0.69140625,,,,,,,,,
566,4789760,144896,0.1255114341872748,0.6953125,0.6953125,,,,,,,,,
567,4798208,145152,0.15592996922992464,0.66796875,0.66796875,,,,,,,,,
568,4806656,145408,0.1611734345052817,0.6953125,0.6953125,,,,,,,,,
569,4817152,145664,0.12850199624806224,0.67578125,0.67578125,,,,,,,,,
570,4825600,145920,0.15092743706742315,0.6875,0.6875,,,,,,,,,
571,4834048,146176,0.16087821899218613,0.6640625,0.6640625,,,,,,,,,
572,4842496,146432,0.161389836396698,0.6640625,0.6640625,0.136464325007998,0.625,0.625,,,,,,
573,4850944,146688,0.15655947709769522,0.67578125,0.67578125,,,,,,,,,
574,4859392,146944,0.16247054314054876,0.66796875,0.66796875,,,,,,,,,
575,4867840,147200,0.15765463651953365,0.69140625,0.69140625,,,,,,,,,
576,4876288,147456,0.15938139017187608,0.7265625,0.7265625,,,,,,,,,
577,4884736,147712,0.16095285045736327,0.75,0.75,,,,,,,,,
578,4893184,147968,0.16160525011369295,0.67578125,0.67578125,,,,,,,,,
579,4901632,148224,0.16186094843474405,0.6875,0.6875,,,,,,,,,
580,4910080,148480,0.16108394241511528,0.64453125,0.64453125,,,,,,,,,
581,4918528,148736,0.1629606617790624,0.73046875,0.73046875,,,,,,,,,
582,4931072,148992,0.10931337588633722,0.70703125,0.70703125,,,,,,,,,
583,4939520,149248,0.1616488570049411,0.69140625,0.69140625,,,,,,,,,
584,4947968,149504,0.1642244252518068,0.65234375,0.65234375,,,,,,,,,
585,4954368,149760,0.21307043273198992,0.640625,0.640625,,,,,,,,,
586,4962816,150016,0.15910175318465672,0.70703125,0.70703125,,,,,,,,,
587,4971264,150272,0.16427228865155524,0.69921875,0.69921875,,,,,,,,,
588,4979712,150528,0.1609723439186824,0.6640625,0.6640625,,,,,,,,,
589,4988160,150784,0.16295848450556072,0.6953125,0.6953125,,,,,,,,,
590,4996608,151040,0.15148067424209902,0.671875,0.671875,,,,,,,,,
591,5005056,151296,0.16059107148948343,0.69140625,0.69140625,,,,,,,,,
592,5013504,151552,0.1552131657134773,0.703125,0.703125,,,,,,,,,
593,5021952,151808,0.15878046982082364,0.69140625,0.69140625,,,,,,,,,
594,5030400,152064,0.15380887614604397,0.69921875,0.69921875,0.16682780743054812,0.58984375,0.58984375,,,,,,
595,5038848,152320,0.1585002875054268,0.7265625,0.7265625,,,,,,,,,
596,5047296,152576,0.15368439460483624,0.72265625,0.72265625,,,,,,,,,
597,5055744,152832,0.15901496497708098,0.72265625,0.72265625,,,,,,,,,
598,5064192,153088,0.16215538547167282,0.734375,0.734375,,,,,,,,,
599,5072640,153344,0.16065269043789487,0.6875,0.6875,,,,,,,,,
600,5081088,153600,0.15774235346078697,0.62109375,0.62109375,,,,,,,,,
601,5089536,153856,0.16200495377313454,0.59765625,0.59765625,,,,,,,,,
602,5097984,154112,0.16424882480877695,0.6875,0.6875,,,,,,,,,
603,5106432,154368,0.15878445547181205,0.7421875,0.7421875,,,,,,,,,
604,5114880,154624,0.16179315068428393,0.66015625,0.66015625,,,,,,,,,
605,5123328,154880,0.1606149224458127,0.66796875,0.66796875,,,,,,,,,
606,5131776,155136,0.15563315923180487,0.69140625,0.69140625,,,,,,,,,
607,5140224,155392,0.15511760296561336,0.74609375,0.74609375,,,,,,,,,
608,5146624,155648,0.20677799244339726,0.7109375,0.7109375,,,,,,,,,
609,5155072,155904,0.168219490922716,0.66015625,0.66015625,,,,,,,,,
610,5163520,156160,0.1615286881541867,0.703125,0.703125,,,,,,,,,
611,5171968,156416,0.16000199308660554,0.703125,0.703125,,,,,,,,,
612,5182464,156672,0.12494385320413441,0.71484375,0.71484375,,,,,,,,,
613,5190912,156928,0.15923546080497297,0.6953125,0.6953125,,,,,,,,,
614,5199360,157184,0.16229379652339662,0.7265625,0.7265625,,,,,,,,,
615,5207808,157440,0.1619730081485592,0.6640625,0.6640625,,,,,,,,,
616,5216256,157696,0.15758476173544364,0.7109375,0.7109375,0.168722242284506,0.63671875,0.63671875,,,,,,
617,5224704,157952,0.1670631544554937,0.6640625,0.6640625,,,,,,,,,
618,5233152,158208,0.15994620995071315,0.6953125,0.6953125,,,,,,,,,
619,5241600,158464,0.15744989995301686,0.671875,0.671875,,,,,,,,,
620,5250048,158720,0.15819227571366307,0.6875,0.6875,,,,,,,,,
621,5258496,158976,0.15934152908667673,0.69140625,0.69140625,,,,,,,,,
622,5266944,159232,0.16109621843178393,0.64453125,0.64453125,,,,,,,,,
623,5275392,159488,0.15712044070296746,0.67578125,0.67578125,,,,,,,,,
624,5283840,159744,0.16172881091540747,0.7109375,0.7109375,,,,,,,,,
625,5292288,160000,0.16078161735357394,0.63671875,0.63671875,,,,,,,,,
626,5300736,160256,0.16183629327956298,0.70703125,0.70703125,,,,,,,,,
627,5309184,160512,0.15579204078330955,0.68359375,0.68359375,,,,,,,,,
628,5317632,160768,0.15684622274323512,0.7734375,0.7734375,,,,,,,,,
629,5326080,161024,0.15882509713761844,0.6875,0.6875,,,,,,,,,
630,5334528,161280,0.15651646095249017,0.69921875,0.69921875,,,,,,,,,
631,5342976,161536,0.16191846653467928,0.70703125,0.70703125,,,,,,,,,
632,5351424,161792,0.15362798353019033,0.703125,0.703125,,,,,,,,,
633,5359872,162048,0.151366211381357,0.72265625,0.72265625,,,,,,,,,
634,5368320,162304,0.1643202945757495,0.7109375,0.7109375,,,,,,,,,
635,5376768,162560,0.15422552532860354,0.6796875,0.6796875,,,,,,,,,
636,5385216,162816,0.1614157537081146,0.73046875,0.73046875,,,,,,,,,
637,5393664,163072,0.15349512576045624,0.76171875,0.76171875,,,,0.6449999809265137,0.630859375,0.6605316973415133,0.7035024952076805,0.6728026150021484,0.6453546453546454
638,5402112,163328,0.15454027249421656,0.7109375,0.7109375,0.13436403875435815,0.6484375,0.6484375,,,,,,
639,5410560,163584,0.15168628200013637,0.69921875,0.69921875,,,,,,,,,
640,5419008,163840,0.15633004758791078,0.73046875,0.73046875,,,,,,,,,
641,5427456,164096,0.15722438020822574,0.71484375,0.71484375,,,,,,,,,
642,5435904,164352,0.15180211525055473,0.7421875,0.7421875,,,,,,,,,
643,5444352,164608,0.15575886109871856,0.65625,0.65625,,,,,,,,,
644,5452800,164864,0.14874201270458118,0.7265625,0.7265625,,,,,,,,,
645,5461248,165120,0.15829092815170984,0.703125,0.703125,,,,,,,,,
646,5469696,165376,0.15206054706645794,0.734375,0.734375,,,,,,,,,
647,5478144,165632,0.15624906207344996,0.7578125,0.7578125,,,,,,,,,
648,5486592,165888,0.15529536762101764,0.76171875,0.76171875,,,,,,,,,
649,5495040,166144,0.15557297936283251,0.7421875,0.7421875,,,,,,,,,
650,5503488,166400,0.15517921283412453,0.81640625,0.81640625,,,,,,,,,
651,5511936,166656,0.15841023609917607,0.78125,0.78125,,,,,,,,,
652,5520384,166912,0.15414173873531595,0.76171875,0.76171875,,,,,,,,,
653,5528832,167168,0.1569872781149816,0.765625,0.765625,,,,,,,,,
654,5537280,167424,0.15169120962762347,0.7890625,0.7890625,,,,,,,,,
655,5545728,167680,0.15540457462219673,0.7109375,0.7109375,,,,,,,,,
656,5556224,167936,0.12378658661144593,0.6796875,0.6796875,,,,,,,,,
657,5564672,168192,0.15355465299556556,0.765625,0.765625,,,,,,,,,
658,5573120,168448,0.1484770805993045,0.734375,0.734375,,,,,,,,,
659,5583616,168704,0.12582906211905542,0.7578125,0.7578125,,,,,,,,,
660,5592064,168960,0.15434536434954435,0.71875,0.71875,0.17062592878255173,0.66796875,0.66796875,,,,,,
661,5600512,169216,0.15661685983401802,0.75390625,0.75390625,,,,,,,,,
662,5608960,169472,0.1556235940028976,0.7578125,0.7578125,,,,,,,,,
663,5617408,169728,0.15379328855908708,0.71484375,0.71484375,,,,,,,,,
664,5625856,169984,0.1504224973059591,0.80859375,0.80859375,,,,,,,,,
665,5634304,170240,0.15793017625547415,0.76953125,0.76953125,,,,,,,,,
666,5642752,170496,0.15443601300701623,0.76171875,0.76171875,,,,,,,,,
667,5651200,170752,0.1578944806054109,0.66015625,0.66015625,,,,,,,,,
668,5659648,171008,0.15336456537945967,0.79296875,0.79296875,,,,,,,,,
669,5668096,171264,0.15260393394712232,0.71875,0.71875,,,,,,,,,
670,5676544,171520,0.1537474701512455,0.74609375,0.74609375,,,,,,,,,
671,5684992,171776,0.15795784226758738,0.7265625,0.7265625,,,,,,,,,
672,5693440,172032,0.15118802177984567,0.78125,0.78125,,,,,,,,,
673,5701888,172288,0.15158733231925847,0.73046875,0.73046875,,,,,,,,,
674,5710336,172544,0.15244166212816493,0.76171875,0.76171875,,,,,,,,,
675,5718784,172800,0.15278226641788648,0.7734375,0.7734375,,,,,,,,,
676,5725184,173056,0.2024900304438497,0.7578125,0.7578125,,,,,,,,,
677,5735680,173312,0.12498347432227488,0.68359375,0.68359375,,,,,,,,,
678,5744128,173568,0.1543296839803827,0.76171875,0.76171875,,,,,,,,,
679,5752576,173824,0.15344868048573573,0.73046875,0.73046875,,,,,,,,,
680,5761024,174080,0.15878291929141003,0.71875,0.71875,,,,,,,,,
681,5769472,174336,0.15275317447535597,0.7734375,0.7734375,,,,,,,,,
682,5777920,174592,0.1538960944159885,0.73046875,0.73046875,0.1695127374587739,0.66015625,0.66015625,,,,,,
683,5786368,174848,0.14893819737165342,0.7265625,0.7265625,,,,,,,,,
684,5794816,175104,0.15554984581953277,0.69140625,0.69140625,,,,,,,,,
685,5803264,175360,0.1513610060569449,0.75,0.75,,,,,,,,,
686,5811712,175616,0.14940748267251772,0.79296875,0.79296875,,,,,,,,,
687,5822208,175872,0.12414699969822578,0.76171875,0.76171875,,,,,,,,,
688,5828608,176128,0.20506378984023774,0.765625,0.765625,,,,,,,,,
689,5837056,176384,0.15488065252228386,0.6953125,0.6953125,,,,,,,,,
690,5845504,176640,0.15687093833744226,0.73828125,0.73828125,,,,,,,,,
691,5853952,176896,0.15191275629952475,0.6796875,0.6796875,,,,,,,,,
692,5862400,177152,0.15411452506672585,0.74609375,0.74609375,,,,,,,,,
693,5872896,177408,0.12519317622785792,0.7109375,0.7109375,,,,,,,,,
694,5881344,177664,0.15477016206883829,0.7421875,0.7421875,,,,,,,,,
695,5889792,177920,0.15603348369421344,0.7265625,0.7265625,,,,,,,,,
696,5898240,178176,0.15922585647755028,0.73046875,0.73046875,,,,,,,,,
697,5906688,178432,0.15423852571646768,0.73046875,0.73046875,,,,,,,,,
698,5915136,178688,0.15720307607042883,0.75390625,0.75390625,,,,,,,,,
699,5923584,178944,0.15315558693974482,0.765625,0.765625,,,,,,,,,
700,5932032,179200,0.1510693143314671,0.77734375,0.77734375,,,,,,,,,
701,5940480,179456,0.1527650830049429,0.7109375,0.7109375,,,,,,,,,
702,5950976,179712,0.1257215083904038,0.80078125,0.80078125,,,,,,,,,
703,5959424,179968,0.1497419690630519,0.71484375,0.71484375,,,,,,,,,
704,5967872,180224,0.1546618524058034,0.73828125,0.73828125,0.13065215534336977,0.63671875,0.63671875,,,,,,
